name;lat;long;country;population
Flensburg;54.7819;9.4367;Germany;89934
Flieden;50.4231;9.5658;Germany;8629
Flintbek;54.2433;10.0633;Germany;7231
Floha;50.8558;13.0714;Germany;10762
Florsheim;50.0117;8.4281;Germany;21572
Florstadt;50.3158;8.8631;Germany;8753
Fockbek;54.3050;9.6008;Germany;6236
Forchheim;49.7197;11.0581;Germany;32171
Forchtenberg;49.2833;9.5667;Germany;5057
Foritz;50.3500;11.2417;Germany;8787
Forst;49.1533;8.5842;Germany;8048
Forst (Lausitz);51.7333;14.6333;Germany;20618
Frankenberg;51.0589;8.7967;Germany;17808
Frankenberg;50.9108;13.0378;Germany;14088
Frankfurt;50.1136;8.6797;Germany;764104
Frankfurt (Oder);52.3419;14.5517;Germany;57015
Fraureuth;50.7000;12.3500;Germany;5154
Frechen;50.9167;6.8167;Germany;52473
Freiberg;50.9119;13.3428;Germany;39872
Freiberg am Neckar;48.9347;9.1917;Germany;15968
Freiburg im Breisgau;47.9950;7.8500;Germany;230940
Freilassing;47.8333;12.9667;Germany;16939
Freisen;49.5493;7.2520;Germany;7907
Freising;48.4028;11.7489;Germany;48634
Freital;51.0167;13.6500;Germany;39352
Frensdorf;49.8167;10.8500;Germany;5092
Freren;52.4667;7.5333;Germany;5023
Freudenberg;50.8997;7.8667;Germany;17739
Freudenstadt;48.4633;8.4111;Germany;23442
Freystadt;49.1989;11.3292;Germany;9013
Freyung;48.8075;13.5475;Germany;7166
Frickenhausen;48.5928;9.3611;Germany;9150
Friedberg;48.3500;10.9833;Germany;29810
Friedberg;50.3353;8.7550;Germany;29180
Friedeburg;53.4500;7.8333;Germany;10165
Friedland;51.4167;9.9333;Germany;13300
Friedland;53.6590;13.5397;Germany;6472
Friedrichroda;50.8575;10.5651;Germany;7275
Friedrichsdorf;50.2569;8.6418;Germany;25194
Friedrichshafen;47.6542;9.4792;Germany;60865
Friedrichsthal;49.3256;7.0961;Germany;10133
Frielendorf;50.9833;9.3333;Germany;7182
Friesenheim;48.3731;7.8833;Germany;13089
Friesoythe;53.0206;7.8586;Germany;22456
Fritzlar;51.1333;9.2667;Germany;14744
Frohburg;51.0561;12.5550;Germany;12470
Frondenberg;51.4719;7.7658;Germany;20766
Fulda;50.5528;9.6775;Germany;68586
Fuldabruck;51.2667;9.4833;Germany;8781
Fuldatal;51.3484;9.5256;Germany;12235
Furstenau;52.5167;7.6667;Germany;9439
Furstenberg;53.1853;13.1456;Germany;5838
Furstenfeldbruck;48.1778;11.2556;Germany;37677
Furstenwalde;52.3667;14.0667;Germany;31992
Furstenzell;48.5225;13.3178;Germany;8157
Furth;49.4783;10.9903;Germany;127748
Furth;49.6502;8.7803;Germany;10522
Furth im Wald;49.3097;12.8400;Germany;9093
Furtwangen im Schwarzwald;48.0503;8.2092;Germany;9091
Fussen;47.5667;10.7000;Germany;15608
Gadebusch;53.7000;11.1167;Germany;5530
Gaggenau;48.8039;8.3194;Germany;29777
Gaildorf;49.0000;9.7667;Germany;12080
Gaimersheim;48.8167;11.3667;Germany;12158
Gammertingen;48.2494;9.2175;Germany;6320
Ganderkesee;53.0358;8.5483;Germany;31137
Gangelt;50.9831;6.0000;Germany;12446
Gangkofen;48.4369;12.5633;Germany;6432
Garbsen;52.4183;9.5981;Germany;60754
Garching an der Alz;48.1167;12.5833;Germany;8642
Garching bei Munchen;48.2500;11.6500;Germany;17711
Gardelegen;52.5264;11.3925;Germany;22402
Garmisch-Partenkirchen;47.5000;11.0833;Germany;27194
Garrel;52.9581;8.0253;Germany;15048
Gartringen;48.6408;8.9006;Germany;12417
Gau-Algesheim;49.9500;8.0167;Germany;6827
Gauting;48.0678;11.3739;Germany;20552
Gedern;50.4244;9.1997;Germany;7342
Geesthacht;53.4375;10.3675;Germany;30551
Gehrden;52.3135;9.6008;Germany;14864
Geilenkirchen;50.9653;6.1194;Germany;27214
Geiselhoring;48.8258;12.3925;Germany;6860
Geisenfeld;48.6840;11.6117;Germany;11363
Geisenhausen;48.4667;12.2500;Germany;7321
Geisenheim;49.9831;7.9656;Germany;11704
Geisingen;47.9222;8.6464;Germany;6202
Geislingen;48.2875;8.8125;Germany;5881
Geislingen an der Steige;48.6244;9.8306;Germany;28122
Geithain;51.0500;12.6833;Germany;6888
Geldern;51.5197;6.3325;Germany;33836
Gelnhausen;50.2027;9.1905;Germany;23073
Gelsenkirchen;51.5167;7.1000;Germany;259105
Geltendorf;48.1222;11.0278;Germany;5577
Gemmingen;49.1500;8.9833;Germany;5145
Gengenbach;48.4042;8.0153;Germany;11023
Genthin;52.4000;12.1667;Germany;13985
Georgensgmund;49.1833;11.0000;Germany;6706
Georgsmarienhutte;52.2031;8.0447;Germany;31827
Gera;50.8782;12.0824;Germany;94152
Gerbrunn;49.7796;9.9840;Germany;6379
Gerbstedt;51.6331;11.6167;Germany;7110
Geretsried;47.8667;11.4667;Germany;25275
Gerlingen;48.8000;9.0653;Germany;19745
Germering;48.1333;11.3667;Germany;41387
Germersheim;49.2167;8.3667;Germany;20779
Gernsbach;48.7633;8.3342;Germany;14296
Gernsheim;49.7517;8.4850;Germany;10423
Gerolstein;50.2239;6.6614;Germany;7676
Gerolzhofen;49.9000;10.3500;Germany;6889
Gersfeld;50.4500;9.9167;Germany;5458
Gersheim;49.1333;7.2000;Germany;6323
Gerstetten;48.6225;10.0206;Germany;11599
Gersthofen;48.4167;10.8667;Germany;22473
Gerstungen;50.9625;10.0597;Germany;9165
Gescher;51.9569;7.0056;Germany;17205
Geseke;51.6497;8.5167;Germany;21343
Gettorf;54.4078;9.9742;Germany;7528
Gevelsberg;51.3265;7.3559;Germany;30695
Giebelstadt;49.6500;9.9500;Germany;5501
Giengen an der Brenz;48.6217;10.2450;Germany;19666
Giesen;52.2000;9.8833;Germany;9709
Giessen;50.5833;8.6667;Germany;88546
Gifhorn;52.4886;10.5464;Germany;42519
Gilching;48.1103;11.3011;Germany;18993
Ginsheim-Gustavsburg;49.9646;8.3464;Germany;16807
Gladbeck;51.5713;6.9827;Germany;75687
Gladenbach;50.7681;8.5828;Germany;12262
Glandorf;52.0839;8.0022;Germany;6616
Glashutte;50.8500;13.7833;Germany;6741
Glashutten;50.2167;8.4000;Germany;5392
Glauchau;50.8233;12.5444;Germany;22440
Glinde;53.5406;10.2111;Germany;18443
Glonn;47.9833;11.8667;Germany;5276
Glucksburg;54.8336;9.5500;Germany;6124
Gluckstadt;53.7917;9.4219;Germany;10779
Gmund am Tegernsee;47.7500;11.7333;Germany;6089
Gnarrenburg;53.3864;9.0050;Germany;9204
Goch;51.6839;6.1619;Germany;33825
Gochsheim;50.0167;10.2833;Germany;6390
Goldbach;49.9889;9.1864;Germany;9997
Goldenstedt;52.7833;8.4167;Germany;9855
Gomaringen;48.4519;9.0997;Germany;9001
Gommern;52.0739;11.8231;Germany;10543
Goppingen;48.7025;9.6528;Germany;57558
Gorlitz;51.1528;14.9872;Germany;55583
Goslar;51.9060;10.4292;Germany;50753
Gotha;50.9489;10.7183;Germany;45733
Gottingen;51.5339;9.9356;Germany;119801
Gottmadingen;47.7356;8.7767;Germany;10656
Graben-Neudorf;49.1592;8.4894;Germany;12184
Grabow;53.2798;11.5531;Germany;5633
Grafelfing;48.1189;11.4289;Germany;13939
Grafenau;48.8561;13.3969;Germany;8256
Grafenhainichen;51.7292;12.4556;Germany;11654
Grafenwohr;49.7167;11.9000;Germany;6363
Grafing bei Munchen;48.0500;11.9667;Germany;13660
Gransee;53.0069;13.1586;Germany;5871
Grasberg;53.1833;8.9833;Germany;7767
Grasbrunn;48.0789;11.7436;Germany;6904
Grassau;47.7789;12.4500;Germany;6851
Gravenwiesbach;50.3857;8.4570;Germany;5375
Grebenstein;51.4500;9.4167;Germany;5745
Grefrath;51.3363;6.3408;Germany;14802
Greifenstein;50.6094;8.2431;Germany;6673
Greifswald;54.0833;13.3833;Germany;59382
Greiz;50.6547;12.1997;Germany;20103
Grenzach-Wyhlen;47.5517;7.6592;Germany;14897
Greven;52.0917;7.6083;Germany;37692
Grevenbroich;51.0883;6.5875;Germany;63620
Grevesmuhlen;53.8645;11.1909;Germany;10354
Griesheim;49.8594;8.5525;Germany;27435
Grimma;51.2386;12.7253;Germany;28180
Grimmen;54.1100;13.0414;Germany;9572
Grobenzell;48.2000;11.3667;Germany;19967
Groditz;51.4142;13.4464;Germany;7125
Groitzsch;51.1556;12.2806;Germany;7550
Gromitz;54.1536;10.9575;Germany;7236
Gronau;52.2125;7.0417;Germany;48072
Gross Kreutz;52.3997;12.7831;Germany;8133
Gross-Gerau;49.9214;8.4818;Germany;25302
Gross-Umstadt;49.8683;8.9290;Germany;21162
Gross-Zimmern;49.8726;8.8343;Germany;14564
Grossaitingen;48.2283;10.7814;Germany;5133
Grossalmerode;51.2575;9.7844;Germany;6402
Grossbottwar;49.0014;9.2931;Germany;8512
Grossbreitenbach;50.5833;11.0120;Germany;6352
Grossburgwedel;52.4920;9.8567;Germany;10306
Grossenhain;51.2833;13.5500;Germany;18218
Grossenkneten;52.9500;8.2667;Germany;15736
Grossenluder;50.5925;9.5423;Germany;8521
Grosshansdorf;53.6667;10.2667;Germany;9292
Grossheubach;49.7333;9.2333;Germany;5046
Grosskarolinenfeld;47.8908;12.0797;Germany;7344
Grosskrotzenburg;50.0833;8.9833;Germany;7559
Grossmehring;48.7667;11.5331;Germany;7207
Grossostheim;49.9167;9.0833;Germany;16419
Grossposna;51.2667;12.5000;Germany;5301
Grossraschen;51.5831;14.0000;Germany;8655
Grossrohrsdorf;51.1419;14.0139;Germany;9674
Grossrosseln;49.2030;6.8415;Germany;7972
Grossschirma;50.9664;13.2781;Germany;5665
Grossschonau;50.8964;14.6622;Germany;5267
Grunberg;50.6000;8.9500;Germany;13598
Grunheide;52.4167;13.8167;Germany;8327
Grunstadt;49.5692;8.1681;Germany;13422
Grunwald;48.0483;11.5317;Germany;11139
Guben;51.9533;14.7167;Germany;16656
Gudensberg;51.1762;9.3575;Germany;9657
Guglingen;49.0667;9.0000;Germany;6353
Gummersbach;51.0333;7.5667;Germany;50688
Gundelfingen;48.0425;7.8657;Germany;11674
Gundelsheim;49.2833;9.1667;Germany;7254
Gunzburg;48.4525;10.2711;Germany;20707
Gunzenhausen;49.1147;10.7542;Germany;16614
Gustrow;53.7939;12.1764;Germany;29241
Gutersloh;51.9000;8.3833;Germany;100194
Guxhagen;51.2000;9.4833;Germany;5355
Haag in Oberbayern;48.1620;12.1794;Germany;6520
Haan;51.1931;7.0131;Germany;30484
Haar;48.1000;11.7333;Germany;21185
Haaren;50.7956;6.1269;Germany;12216
Hachenburg;50.6614;7.8203;Germany;6059
Hadamar;50.4500;8.0500;Germany;12480
Hage;53.6000;7.2833;Germany;6310
Hagen;51.3594;7.4750;Germany;188687
Hagen im Bremischen;53.3577;8.6456;Germany;11077
Hagenbach;49.0206;8.2483;Germany;5523
Hagenow;53.4317;11.1931;Germany;12137
Haiger;50.7422;8.2039;Germany;19378
Haigerloch;48.3647;8.8050;Germany;10669
Haimhausen;48.3167;11.5667;Germany;5636
Hainichen;50.9697;13.1253;Germany;8588
Haiterbach;48.5244;8.6503;Germany;5761
Halberstadt;51.8958;11.0467;Germany;40256
Haldensleben;52.2833;11.4167;Germany;19247
Hallbergmoos;48.3333;11.7500;Germany;10953
Halle;51.4828;11.9697;Germany;237865
Halle;52.0608;8.3597;Germany;21640
Halle-Neustadt;51.4789;11.9214;Germany;46280
Hallstadt;49.9333;10.8833;Germany;8575
Halsbrucke;50.9500;13.3497;Germany;5088
Halstenbek;53.6334;9.8372;Germany;17749
Halver;51.1834;7.5027;Germany;16106
Hambergen;53.3071;8.8264;Germany;5651
Hambrucken;49.1861;8.5439;Germany;5527
Hambuhren;52.6333;9.9833;Germany;10317
Hamburg;53.5500;10.0000;Germany;1852478
Hameln;52.1031;9.3600;Germany;57510
Hamm;51.6667;7.8167;Germany;178967
Hammelburg;50.1167;9.9000;Germany;11037
Hamminkeln;51.7319;6.5908;Germany;26739
Hanau;50.1328;8.9169;Germany;96023
Handewitt;54.7667;9.3167;Germany;11040
Hannover;52.3744;9.7386;Germany;542668
Hannoversch Munden;51.4167;9.6500;Germany;24467
Hanstedt;53.2667;10.0167;Germany;5653
Harburg;48.7865;10.6917;Germany;5535
Hardegsen;51.6528;9.8322;Germany;7587
Hardheim;49.6106;9.4739;Germany;6682
Haren;52.7917;7.2381;Germany;23829
Harrislee;54.7972;9.3764;Germany;11531
Harsefeld;53.4500;9.5000;Germany;13489
Harsewinkel;51.9667;8.2331;Germany;25147
Harsum;52.2054;9.9600;Germany;11359
Hartha;51.0978;12.9772;Germany;7034
Harzgerode;51.6417;11.1428;Germany;7745
Hasbergen;52.2167;7.9167;Germany;10936
Haselunne;52.6667;7.4667;Germany;12914
Haslach im Kinzigtal;48.2778;8.0869;Germany;7114
Hassfurt;50.0353;10.5123;Germany;13609
Hassloch;49.3500;8.2500;Germany;20326
Hatten;53.0083;8.3167;Germany;14111
Hattersheim;50.0697;8.4862;Germany;27590
Hattingen;51.3992;7.1858;Germany;54562
Hausach;48.2853;8.1797;Germany;5768
Hausham;47.7500;11.8500;Germany;8406
Hauzenberg;48.6517;13.6236;Germany;11649
Havelberg;52.8250;12.0744;Germany;6537
Havixbeck;51.9778;7.4167;Germany;11829
Hebertshausen;48.2908;11.4692;Germany;5701
Hechingen;48.3517;8.9633;Germany;19324
Hecklingen;51.8500;11.5167;Germany;6970
Heddesheim;49.5053;8.6033;Germany;11569
Heek;52.1167;7.0997;Germany;8681
Heide;54.1961;9.0933;Germany;21852
Heidelberg;49.4122;8.7100;Germany;158741
Heiden;51.8258;6.9331;Germany;8187
Heidenau;50.9833;13.8667;Germany;16576
Heidenheim;48.6761;10.1544;Germany;49526
Heikendorf;54.3722;10.2081;Germany;8183
Heilbad Heiligenstadt;51.3775;10.1344;Germany;17105
Heilbronn;49.1404;9.2180;Germany;126458
Heiligenhafen;54.3739;10.9797;Germany;9211
Heiligenhaus;51.3265;6.9710;Germany;26335
Heilsbronn;49.3386;10.7908;Germany;9670
Heimsheim;48.8056;8.8619;Germany;5035
Heiningen;48.6619;9.6483;Germany;5139
Heinsberg;51.0631;6.0964;Germany;41946
Heitersheim;47.8753;7.6547;Germany;6257
Hellenthal;50.4831;6.4331;Germany;7895
Helmbrechts;50.2368;11.7159;Germany;8413
Helmstedt;52.2281;11.0106;Germany;25728
Helsa;51.2268;9.6717;Germany;5638
Hemau;49.0519;11.7828;Germany;9224
Hemer;51.3833;7.7667;Germany;34080
Hemhofen;49.6831;10.9331;Germany;5362
Hemmingen;52.3236;9.7256;Germany;18998
Hemmingen;48.8661;9.0319;Germany;8086
Hemmoor;53.7025;9.1394;Germany;8673
Hemsbach;49.5903;8.6564;Germany;11968
Hengersberg;48.7736;13.0517;Germany;7802
Hennef;50.7833;7.2833;Germany;47339
Hennigsdorf;52.6378;13.2036;Germany;26272
Henstedt-Ulzburg;53.7833;10.0000;Germany;28070
Heppenheim;49.6415;8.6450;Germany;26023
Herbolzheim;48.2219;7.7775;Germany;11065
Herborn;50.6825;8.3061;Germany;20603
Herbrechtingen;48.6253;10.1739;Germany;13051
Herdecke;51.4000;7.4333;Germany;22733
Herdorf;50.7775;7.9547;Germany;6498
Herford;52.1146;8.6734;Germany;66608
Heringen;50.8872;10.0056;Germany;7187
Hermeskeil;49.6572;6.9489;Germany;6492
Hermsdorf;50.8981;11.8567;Germany;7893
Herne;51.5426;7.2190;Germany;156374
Heroldsbach;49.7000;11.0000;Germany;5107
Heroldsberg;49.5333;11.1500;Germany;8472
Herrenberg;48.5967;8.8708;Germany;31545
Herrieden;49.2330;10.5064;Germany;7999
Herrnhut;51.0167;14.7417;Germany;5760
Herrsching am Ammersee;48.0000;11.1833;Germany;10702
Hersbruck;49.5081;11.4328;Germany;12512
Herscheid;51.1772;7.7458;Germany;6977
Herten;51.6000;7.1333;Germany;61791
Herxheim;49.1469;8.2200;Germany;10588
Herzberg;51.6831;13.2331;Germany;9027
Herzberg am Harz;51.6556;10.3394;Germany;12889
Herzogenaurach;49.5667;10.8833;Germany;23126
Herzogenrath;50.8667;6.1000;Germany;46402
Hessisch Lichtenau;51.2000;9.7167;Germany;12359
Hessisch Oldendorf;52.1667;9.2500;Germany;18130
Hettstedt;51.6333;11.5000;Germany;14023
Heubach;48.7833;9.9333;Germany;9774
Heuchelheim;50.5833;8.6333;Germany;7764
Heusenstamm;50.0596;8.8068;Germany;18973
Heusweiler;49.3375;6.9301;Germany;18094
Hiddenhausen;52.1667;8.6167;Germany;19767
Hilchenbach;50.9983;8.1094;Germany;14906
Hildburghausen;50.4261;10.7289;Germany;11836
Hilden;51.1714;6.9394;Germany;55764
Hildesheim;52.1500;9.9500;Germany;101990
Hille;52.3331;8.7500;Germany;15445
Hilpoltstein;49.1833;11.1833;Germany;13624
Hilter;52.1357;8.1471;Germany;10361
Hilzingen;47.7653;8.7844;Germany;8754
Himmelpforten;53.6167;9.3000;Germany;5374
Hinte;53.4167;7.2000;Germany;7117
Hirschaid;49.8167;10.9833;Germany;12324
Hirschau;49.5445;11.9464;Germany;5629
Hittfeld;53.3856;9.9844;Germany;5610
Hochberg;49.7831;9.8817;Germany;9379
Hochheim am Main;50.0108;8.3508;Germany;17743
Hochst im Odenwald;49.7992;8.9942;Germany;10185
Hochstadt an der Aisch;49.7056;10.8058;Germany;13422
Hochstadt an der Donau;48.6112;10.5682;Germany;6756
Hockenheim;49.3181;8.5472;Germany;21779
Hof;50.3167;11.9167;Germany;45930
Hofbieber;50.5863;9.8353;Germany;6072
Hofgeismar;51.4960;9.3872;Germany;15294
Hofheim;50.0876;8.4447;Germany;39766
Hofheim in Unterfranken;50.1333;10.5167;Germany;5109
Hohberg;48.4239;7.9083;Germany;8073
Hohen Neuendorf;52.6667;13.2831;Germany;26159
Hohenbrunn;48.0500;11.7000;Germany;8823
Hohenhameln;52.2600;10.0664;Germany;9201
Hohenkirchen-Siegertsbrunn;48.0167;11.7333;Germany;10872
Hohenlockstedt;53.9667;9.6167;Germany;6145
Hohenmolsen;51.1564;12.0981;Germany;9565
Hohenstein-Ernstthal;50.8000;12.7167;Germany;14607
Hohenwestedt;54.0833;9.6667;Germany;5305
Hohr-Grenzhausen;50.4350;7.6711;Germany;9260
Holdorf;52.5883;8.1286;Germany;7305
Holle;52.0917;10.1583;Germany;7010
Hollfeld;49.9369;11.2908;Germany;5043
Holzgerlingen;48.6392;9.0108;Germany;13103
Holzkirchen;47.8833;11.7000;Germany;16581
Holzminden;51.8297;9.4483;Germany;19998
Holzwickede;51.5000;7.6167;Germany;17118
Homberg;50.7333;9.0000;Germany;7400
Homburg;49.3167;7.3333;Germany;41811
Hoppegarten;52.5167;13.6667;Germany;17636
Hopsten;52.3806;7.6000;Germany;7599
Horb am Neckar;48.4450;8.6911;Germany;25135
Horgenzell;47.8053;9.4981;Germany;5419
Horn-Bad Meinberg;51.8833;8.9667;Germany;17178
Horneburg;53.5094;9.5750;Germany;6161
Horst;53.8111;9.6183;Germany;5709
Horstel;52.2972;7.5861;Germany;20141
Horstmar;52.0806;7.3083;Germany;6551
Hosbach;50.0000;9.2000;Germany;13212
Hovelhof;51.8167;8.6500;Germany;16294
Hoxter;51.7667;9.3667;Germany;28824
Hoyerswerda;51.4331;14.2500;Germany;31575
Huckelhoven;51.0608;6.2197;Germany;39931
Huckeswagen;51.1450;7.3417;Germany;15060
Hude;53.1111;8.4625;Germany;16248
Hufingen;47.9261;8.4900;Germany;7799
Hugelsheim;48.7972;8.1117;Germany;5115
Hullhorst;52.2833;8.6667;Germany;13026
Hunfeld;50.6667;9.7667;Germany;16512
Hungen;50.4731;8.8996;Germany;12538
Hunxe;51.6417;6.7672;Germany;13567
Hurtgenwald;50.7172;6.3797;Germany;8706
Hurth;50.8775;6.8761;Germany;60189
Husum;54.4769;9.0511;Germany;23189
Hutthurm;48.6714;13.4711;Germany;6138
Huttlingen;48.8928;10.1006;Germany;6099
Ibbenburen;52.2778;7.7167;Germany;51904
Ichenhausen;48.3712;10.3071;Germany;9148
Idar-Oberstein;49.7019;7.3253;Germany;28323
Idstein;50.2206;8.2692;Germany;24897
Iffezheim;48.8206;8.1422;Germany;5163
Igensdorf;49.6217;11.2319;Germany;5107
Igersheim;49.4931;9.8167;Germany;5552
Ihringen;48.0431;7.6475;Germany;6088
Illertissen;48.2167;10.0833;Germany;17473
Illingen;49.3764;7.0525;Germany;16262
Illingen;48.9553;8.9189;Germany;7727
Ilmenau;50.6872;10.9142;Germany;39017
Ilsede;52.2667;10.1833;Germany;21556
Ilsenburg;51.8667;10.6833;Germany;9526
Ilsfeld;49.0500;9.2500;Germany;9568
Ilshofen;49.1703;9.9203;Germany;6584
Ilvesheim;49.4725;8.5675;Germany;9346
Immendingen;47.9400;8.7331;Germany;6259
Immenhausen;51.4167;9.5000;Germany;7068
Immenstaad am Bodensee;47.6667;9.3667;Germany;6532
Immenstadt im Allgau;47.5667;10.2167;Germany;14271
Inden;50.8467;6.3578;Germany;7421
Ingelfingen;49.3000;9.6500;Germany;5480
Ingelheim;49.9747;8.0564;Germany;35146
Ingolstadt;48.7636;11.4261;Germany;136981
Isen;48.2167;12.0667;Germany;5832
Isenbuttel;52.4358;10.5794;Germany;6496
Iserlohn;51.3833;7.6667;Germany;92666
Isernhagen-Sud;52.4342;9.8572;Germany;24409
Ismaning;48.2264;11.6725;Germany;17120
Isny im Allgau;47.6919;10.0394;Germany;14018
Ispringen;48.9158;8.6708;Germany;6041
Isselburg;51.8331;6.4667;Germany;10692
Issum;51.5389;6.4236;Germany;11937
Itzehoe;53.9250;9.5164;Germany;31879
Jahnsdorf;50.7456;12.8544;Germany;5568
Jena;50.9272;11.5864;Germany;111407
Jerichow;52.4995;12.0280;Germany;6858
Jesteburg;53.3078;9.9542;Germany;7903
Jestetten;47.6522;8.5708;Germany;5276
Jettingen-Scheppach;48.3833;10.4333;Germany;7038
Jever;53.5744;7.9008;Germany;14301
Jockgrim;49.0950;8.2783;Germany;7471
Jork;53.5344;9.6817;Germany;12183
Juchen;51.1011;6.5017;Germany;23337
Julich;50.9222;6.3583;Germany;32632
Juterbog;51.9933;13.0728;Germany;12423
Kaarst;51.2278;6.6273;Germany;43433
Kahl am Main;50.0681;9.0067;Germany;7877
Kahla;50.8008;11.5875;Germany;6822
Kaiserslautern;49.4447;7.7689;Germany;100030
Kalefeld;51.7981;10.0350;Germany;6270
Kalkar;51.7389;6.2925;Germany;13902
Kall;50.5497;6.5497;Germany;11264
Kaltenkirchen;53.8397;9.9603;Germany;21813
Kaltennordheim;50.6333;10.1667;Germany;5853
Kamen;51.5917;7.6653;Germany;42971
Kamenz;51.2667;14.1000;Germany;16995
Kamp-Lintfort;51.5000;6.5333;Germany;37391
Kandel;49.0828;8.1964;Germany;9061
Kandern;47.7144;7.6608;Germany;8249
Kappel-Grafenhausen;48.2922;7.7414;Germany;5096
Kappeln;54.6614;9.9311;Germany;8619
Kappelrodeck;48.5911;8.1175;Germany;6068
Karben;50.2322;8.7681;Germany;22562
Karlsdorf-Neuthard;49.1364;8.5439;Germany;10705
Karlsfeld;48.2167;11.4667;Germany;21596
Karlshuld;48.6833;11.3000;Germany;5799
Karlsruhe;49.0167;8.4000;Germany;308436
Karstadt;53.1497;11.7500;Germany;6376
Kassel;51.3158;9.4979;Germany;201048
Kastellaun;50.0694;7.4431;Germany;5410
Katlenburg-Lindau;51.6825;10.0992;Germany;7005
Kaufbeuren;47.8800;10.6225;Germany;43893
Kaufering;48.0833;10.8833;Germany;10355
Kaufungen;51.2811;9.6186;Germany;12519
Kehl;48.5711;7.8089;Germany;36089
Kelheim;48.9167;11.8667;Germany;16714
Kelkheim (Taunus);50.1380;8.4525;Germany;29055
Kellinghusen;53.9500;9.7167;Germany;8142
Kelsterbach;50.0688;8.5301;Germany;16936
Kemberg;51.7736;12.6359;Germany;9737
Kemnath;49.8667;11.8833;Germany;5508
Kempen;51.3658;6.4194;Germany;34597
Kempten;47.7333;10.3167;Germany;68907
Kenzingen;48.1917;7.7683;Germany;10089
Kerpen;50.8719;6.6961;Germany;66206
Ketsch;49.3658;8.5336;Germany;12762
Kevelaer;51.5833;6.2500;Germany;28021
Kiefersfelden;47.6167;12.1833;Germany;6844
Kiel;54.3233;10.1394;Germany;246601
Kierspe;51.1333;7.5667;Germany;16137
Kipfenberg;48.9494;11.3950;Germany;5838
Kippenheim;48.2947;7.8214;Germany;5545
Kirchardt;49.2000;8.9833;Germany;5921
Kirchberg;50.6222;12.5256;Germany;8242
Kirchdorf am Inn;48.2467;12.9828;Germany;5354
Kirchen;50.8086;7.8833;Germany;8498
Kirchentellinsfurt;48.5311;9.1483;Germany;5611
Kirchhain;50.8167;8.9167;Germany;16298
Kirchheim am Neckar;49.0439;9.1464;Germany;5904
Kirchheim bei Munchen;48.1766;11.7556;Germany;12806
Kirchheim unter Teck;48.6483;9.4511;Germany;40523
Kirchheimbolanden;49.6664;8.0117;Germany;7802
Kirchhundem;51.1000;8.0833;Germany;11485
Kirchlengern;52.2000;8.6331;Germany;16029
Kirchlinteln;52.9428;9.3183;Germany;9956
Kirchseeon;48.0731;11.8861;Germany;10607
Kirchzarten;47.9667;7.9500;Germany;9880
Kirkel;49.2833;7.2333;Germany;10040
Kirn;49.7881;7.4572;Germany;8193
Kissing;48.3000;10.9833;Germany;11508
Kisslegg;47.7900;9.8842;Germany;9043
Kitzingen;49.7333;10.1667;Germany;21704
Kleinblittersdorf;49.1583;7.0381;Germany;10885
Kleinostheim;50.0000;9.0667;Germany;8193
Kleinwallstadt;49.8717;9.1678;Germany;5778
Kleve;51.7900;6.1400;Germany;51845
Klingenberg;50.9019;13.5441;Germany;6746
Klingenberg am Main;49.7833;9.1833;Germany;6160
Klingenthal;50.3669;12.4686;Germany;7986
Klipphausen;51.0833;13.5333;Germany;10280
Klotze;52.6272;11.1642;Germany;10077
Knetzgau;49.9833;10.5500;Germany;6518
Knittlingen;49.0239;8.7569;Germany;8048
Koblenz;50.3597;7.5978;Germany;114024
Kolbermoor;47.8500;12.0667;Germany;18505
Kolitzheim;49.9167;10.2333;Germany;5549
Kolkwitz;51.7496;14.2457;Germany;8622
Kolleda;51.1667;11.2167;Germany;6391
Kongen;48.6819;9.3667;Germany;9975
Konigs Wusterhausen;52.2917;13.6250;Germany;37190
Konigsbach-Stein;48.9664;8.6089;Germany;10051
Konigsbronn;48.7428;10.1136;Germany;7134
Konigsbrunn;48.2689;10.8908;Germany;28076
Konigsee;50.6613;11.0974;Germany;7448
Konigsfeld im Schwarzwald;48.1383;8.4214;Germany;6027
Konigslutter am Elm;52.2500;10.8167;Germany;15704
Konigstein im Taunus;50.1831;8.4635;Germany;16648
Konigswinter;50.6833;7.1833;Germany;41243
Konnern;51.6697;11.7708;Germany;8261
Konstanz;47.6633;9.1753;Germany;84760
Konz;49.7028;6.5794;Germany;18348
Korb;48.8417;9.3611;Germany;10759
Korbach;51.2719;8.8731;Germany;23581
Korntal-Munchingen;48.8306;9.1214;Germany;19679
Kornwestheim;48.8597;9.1850;Germany;33803
Korschenbroich;51.1833;6.5167;Germany;33066
Kosching;48.8167;11.5000;Germany;9695
Kothen;51.7511;11.9779;Germany;25911
Kottmarsdorf;51.0108;14.6558;Germany;7148
Krailling;48.1000;11.4000;Germany;7772
Kranenburg;51.7897;6.0072;Germany;10632
Krauchenwies;48.0169;9.2503;Germany;5007
Krefeld;51.3333;6.5667;Germany;226844
Kremmen;52.7667;13.0331;Germany;7657
Kressbronn am Bodensee;47.5958;9.6000;Germany;8720
Kreuzau;50.7470;6.4907;Germany;17532
Kreuztal;50.9620;8.0064;Germany;31187
Kriftel;50.0828;8.4667;Germany;11188
Kronach;50.2411;11.3281;Germany;16874
